Col,Row,Blk,Plot,Name,Stems,IBAP13,IBA13,DBH13eq,MAIBA13,BAtot13,DBH 13,DBH 13a,DBH 13b,DBH 13c,DBH 13d,DBH 13e,Canker,Ht12 (ft),Ht12a (ft),Ht12b (ft),Ht12c (ft),Ht12d (ft),IBAP12,IBA12,DBH12eq,MAIBA12,BAtot12,DBH 12,DBH 12a,DBH 12b,DBH 12c,DBH 12d,DBH 12e,Canker,IBAP11,IBA11,DBH11eq,MAIBA11,BAtot11,DBH 11,DBH11a,DBH 11b,DBH 11c,DBH 11d,DBH 11e,IBAP10,IBA10,DBH10eq,MAIBA10,BAtot10,DBH 10,DBH 10a,DBH 10b,DBH 10c,DBH 10d,DBH 10e,BLD or Rust 10,Canker 10,IBAP09,IBA09,DBH09eq,MAIBA09,BAtot09,DBH 09,DBH 09a,DBH 09b,DBH 09c,DBH 09d,DBH 09e,IBAP08,IBA08,DBH08eq,MAIBA08,BAtot08,DBH 08,DBH 08a,DBH 08b,DBH 08c,DBH 08d,DBH 08e,Ht 08,DBH07eq,MAIBA07,BAtot07,DBH 07,DBH 07a,DBH 07b,DBH 07c,DBH 07d,DBH 07e,"Leaf
3,12,4,13,80XAA04,2,15%,0.071,10.1,0.062,0.556,9.7,2.8,,,,,0,43,34,,,,26%,0.099,9.4,0.061,0.485,9,2.8,,,,,0,39%,0.107,8.4,0.055,0.386,8,2.6,,,,,69%,0.113,7.1,0.046,0.279,6.8,2.2,,,,,2,0,48%,0.054,5.5,0.033,0.165,5.2,1.8,,,,,108%,0.058,4.5,0.028,0.112,4.3,1.4,,,,,24.7,3.1,0.018,0.054,3,0.9,,,,,0,1,0
3,13,4,14,82XAA04,3,29%,0.061,7.1,0.03,0.273,5.6,3.2,2.9,,,,0,32.7,28.3,28,,,,,6.2,0.027,0.212,4.5,3.2,2.9,,,,0,,,0,NA,NA,,,,,,,32%,0.042,5.6,0.029,0.173,4.2,2.8,2.5,,,,2,0,50%,0.044,4.9,0.026,0.132,3.8,2.2,2.2,,,,141%,0.051,4,0.022,0.087,3.3,1.7,1.5,,,,20.2,2.6,0.012,0.036,2.2,1,0.9,,,,0,1,0
3,14,4,14,82XAA04,2,18%,0.045,7.3,0.032,0.291,7.1,1.7,,,,,0,41.2,,,,,,,6.7,0.031,0.246,6.5,1.7,,,,,0,,,0,NA,NA,,,,,,,47%,0.048,5.2,0.025,0.15,5,1.6,,,,,2,0,61%,0.039,4.3,0.02,0.102,4.1,1.4,,,,,70%,0.026,3.4,0.016,0.064,3.2,1.2,,,,,22.8,2.6,0.013,0.038,2.5,0.8,,,,,0,1,0
3,15,4,14,82XAA04,2,25%,0.042,6.2,0.024,0.213,4.8,4,,,,,0,35.9,35.9,,,,,,5.6,0.021,0.171,4.2,3.7,,,,,0,,,0,NA,NA,,,,,,,29%,0.023,4.3,0.017,0.099,3.3,2.7,,,,,2,0,52%,0.026,3.7,0.015,0.077,2.7,2.6,,,,,135%,0.029,3,0.013,0.05,2.2,2.1,,,,,18.5,2,0.007,0.021,1.5,1.3,,,,,0,1,0
3,16,4,14,82XAA04,1,0%,0,6.2,0.023,0.21,6.2,,,,,,0,39.5,,,,,,,6.2,0.026,0.21,6.2,,,,,,0,,,0,NA,NA,,,,,,,49%,0.039,4.6,0.02,0.118,4.4,1.5,,,,,2,0,36%,0.021,3.8,0.016,0.079,3.5,1.5,,,,,160%,0.036,3.3,0.015,0.058,2.9,1.5,,,,,19.2,2,0.007,0.022,1.9,0.7,,,,,0,1,0
3,17,5,15,83XAA04,2,11%,0.031,7.5,0.034,0.306,6.4,3.9,,,,,0,40.7,35.3,,,,32%,0.066,7.1,0.034,0.275,6,3.8,,,,,0,13%,0.023,6.2,0.03,0.209,5.3,3.2,,,,,38%,0.051,5.8,0.031,0.186,5,3,,,,,2,0,63%,0.052,5,0.027,0.134,4.4,2.3,,,,,117%,0.045,3.9,0.021,0.083,3.5,1.7,,,,,21.8,2.6,0.013,0.038,2.4,1.1,,,,,0,0,0
3,18,5,15,83XAA04,1,3%,0.007,6.5,0.026,0.23,6.5,,,,,,0,41.7,,,,,18%,0.034,6.4,0.028,0.223,6.4,,,,,,0,19%,0.03,5.9,0.027,0.19,5.9,,,,,,51%,0.054,5.4,0.027,0.16,5.4,,,,,,2,0,41%,0.031,4.4,0.021,0.106,4.4,,,,,,63%,0.029,3.7,0.019,0.075,3.7,,,,,,22.6,2.9,0.015,0.046,2.9,,,,,,0,1,0
3,19,5,15,83XAA04,1,9%,0.011,5,0.015,0.136,5,,,,,,0,40,,,,,31%,0.029,4.8,0.016,0.126,4.8,,,,,,0,16%,0.013,4.2,0.014,0.096,4.2,,,,,,40%,0.024,3.9,0.014,0.083,3.9,,,,,,2,0,49%,0.02,3.3,0.012,0.059,3.3,,,,,,152%,0.024,2.7,0.01,0.04,2.7,,,,,,20.1,1.7,0.005,0.016,1.7,,,,,,0,1,0
3,20,5,15,83XAA04,2,26%,0.061,7.4,0.033,0.295,5.9,4.4,,,,,0,47.9,40.4,,,,32%,0.056,6.6,0.029,0.235,5.2,4,,,,,0,11%,0.017,5.7,0.025,0.178,4.6,3.4,,,,,50%,0.054,5.4,0.027,0.161,4.4,3.2,,,,,2,0,45%,0.033,4.4,0.022,0.108,3.6,2.6,,,,,92%,0.036,3.7,0.019,0.074,3.1,2,,,,,21.5,2.7,0.013,0.039,2.2,1.5,,,,,0,1,0
4,1,1,20,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,11.6,0,NA,NA,,,,,,,,,
4,2,1,20,85XAA04,1,10%,0.009,4.4,0.012,0.106,4.4,,,,,,0,38.4,,,,,,,4.2,0.012,0.096,4.2,,,,,,0,,,0,NA,NA,,,,,,,49%,0.02,3.3,0.01,0.059,3.3,,,,,,3,0,38%,0.011,2.7,0.008,0.04,2.7,,,,,,107%,0.015,2.3,0.007,0.029,2.3,,,,,,21.5,1.6,0.005,0.014,1.6,,,,,,0,1,0
4,3,1,20,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,0%,0,0.4,0,0.001,0.4,,,,,,,,78%,0,0.4,0,0.001,0.4,,,,,,0%,0,0.3,0,0,0.3,,,,,,8,0.3,0,0,0.3,,,,,,1,1,0
4,4,1,20,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,0%,0,0.2,0,0,0.2,,,,,,,,300%,0,0.2,0,0,0.2,,,,,,0%,0,0.1,0,0,0.1,,,,,,7.3,0.1,0,0,0.1,,,,,,1,1,0
4,5,1,19,18XAG04,2,5%,0.01,6.3,0.024,0.217,4.8,4.1,,,,,0,43.2,42.2,,,,,,6.2,0.026,0.207,4.6,4.1,,,,,0,,,0,NA,NA,,,,,,,46%,0.042,5,0.022,0.134,3.7,3.3,,,,,3,0,46%,0.029,4.1,0.018,0.092,2.9,2.9,,,,,78%,0.028,3.4,0.016,0.063,2.5,2.3,,,,,24.9,2.5,0.012,0.035,1.8,1.8,,,,,1,1,0
4,6,1,19,18XAG04,1,0%,0,5.6,0.019,0.171,5.6,,,,,,0,42,,,,,,,5.6,0.021,0.171,5.6,,,,,,0,,,0,NA,NA,,,,,,,58%,0.031,3.9,0.014,0.083,3.9,,,,,,3,0,82%,0.024,3.1,0.01,0.052,3.1,,,,,,135%,0.017,2.3,0.007,0.029,2.3,,,,,,21.9,1.5,0.004,0.012,1.5,,,,,,1,1,0
4,7,1,19,18XAG04,2,0%,0,3.6,0.008,0.069,2.8,2.2,,,,,0,35.2,30.6,,,,,,3.6,0.009,0.069,2.8,2.2,,,,,0,,,0,NA,NA,,,,,,,23%,0.009,2.9,0.008,0.046,2.2,1.9,,,,,3,0,19%,0.006,2.6,0.008,0.038,2,1.7,,,,,59%,0.012,2.4,0.008,0.032,1.8,1.6,,,,,17,1.9,0.007,0.02,1.4,1.3,,,,,1,1,0
4,8,1,19,18XAG04,2,7%,0.016,6.6,0.026,0.236,6.3,1.9,,,,,0,39.9,27.2,,,,,,6.4,0.028,0.221,6.1,1.8,,,,,0,,,0,NA,NA,,,,,,,53%,0.047,5,0.022,0.134,4.6,1.7,0.7,,,,3,0,36%,0.023,4,0.017,0.087,3.6,1.6,0.7,,,,70%,0.027,3.4,0.016,0.064,3.1,1.3,0.7,,,,19.6,2.6,0.013,0.038,2.4,0.9,0.6,,,,1,1,0
4,9,4,18,85XAA04,1,0%,0,1.8,0.002,0.018,1.8,,,,,,0,21.6,,,,,,,1.8,0.002,0.018,1.8,,,,,,0,,,0,NA,NA,,,,,,,31%,0.003,1.6,0.002,0.014,1.6,,,,,,2,0,16%,0.001,1.4,0.002,0.011,1.4,,,,,,245%,0.007,1.3,0.002,0.009,1.3,,,,,,11.7,0.7,0.001,0.003,0.7,,,,,,0,1,0
4,10,4,18,85XAA04,1,0%,0,2.7,0.004,0.04,2.7,,,,,,0,31.3,,,,,,,2.7,0.005,0.04,2.7,,,,,,0,,,0,NA,NA,,,,,,,68%,0.014,2.5,0.006,0.034,2.4,0.7,,,,,2,0,36%,0.005,1.9,0.004,0.02,1.8,0.7,,,,,243%,0.011,1.7,0.004,0.015,1.5,0.7,,,,,15.5,0.9,0.001,0.004,0.8,0.4,,,,,0,1,0
4,11,4,18,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,125%,0.001,0.6,0,0.002,0.6,,,,,,2,0,0%,0,0.4,0,0.001,0.4,,,,,,78%,0,0.4,0,0.001,0.4,,,,,,8.6,0.3,0,0,0.3,,,,,,0,1,0
4,12,4,18,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,36%,0.001,0.7,0,0.003,0.7,,,,,,2,0,0%,0,0.6,0,0.002,0.6,,,,,,300%,0.001,0.6,0,0.002,0.6,,,,,,9,0.3,0,0,0.3,,,,,,0,1,0
4,13,5,17,84XAA04,2,15%,0.018,5.1,0.016,0.14,4.4,2.5,,,,,0,35.5,28.8,,,,,,4.7,0.015,0.121,4,2.5,,,,,0,,,0,NA,NA,,,,,,,26%,0.014,3.5,0.011,0.068,2.9,2,,,,,2,0,11%,0.005,3.1,0.011,0.054,2.5,1.9,,,,,73%,0.021,3,0.012,0.049,2.3,1.9,,,,,16.5,2.3,0.009,0.028,1.7,1.5,,,,,0,1,0
4,14,5,17,84XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,0.2,0,0,0.2,,,,,,,,
4,15,5,17,84XAA04,1,9%,0.023,7.1,0.031,0.275,7.1,,,,,,0,43.3,,,,,,,6.8,0.032,0.252,6.8,,,,,,0,,,0,NA,NA,,,,,,,55%,0.05,5.1,0.024,0.142,5.1,,,,,,2,0,64%,0.036,4.1,0.018,0.092,4.1,,,,,,132%,0.032,3.2,0.014,0.056,3.2,,,,,,21.6,2.1,0.008,0.024,2.1,,,,,,0,1,0
4,16,5,17,84XAA04,3,4%,0.012,7.7,0.036,0.324,5.8,4.1,3,,,,0,37.1,36.6,35,,,,,7.6,0.039,0.312,5.8,3.9,2.9,,,,0,,,0,NA,NA,,,,,,,59%,0.067,5.8,0.03,0.181,4.4,3,2.2,,,,2,0,32%,0.028,4.6,0.023,0.114,3.4,2.4,1.9,,,,121%,0.047,4,0.022,0.087,3.1,2,1.5,,,,20,2.7,0.013,0.039,2,1.4,1.1,,,,0,1,0
4,17,5,16,82XAA04,1,0%,0,3.5,0.007,0.067,3.5,,,,,,0,33.1,,,,,,,3.5,0.008,0.067,3.5,,,,,,0,,,0,NA,NA,,,,,,,17%,0.006,2.7,0.007,0.04,2.7,,,,,,2,0,42%,0.01,2.5,0.007,0.034,2.5,,,,,,145%,0.014,2.1,0.006,0.024,2.1,,,,,,15.5,1.3,0.003,0.01,1.2,0.6,,,,,0,1,0
4,18,5,16,82XAA04,3,24%,0.074,8.4,0.043,0.389,5.9,5,3.4,,,,0,43.5,37.5,33.2,,,,,7.6,0.039,0.315,5,4.6,3.4,,,,0,,,0,NA,NA,,,,,,,44%,0.055,5.7,0.03,0.179,3.9,3.3,2.6,,,,2,0,52%,0.043,4.8,0.025,0.124,3.2,2.7,2.3,,,,224%,0.057,3.9,0.02,0.082,2.7,2.2,1.7,,,,21.4,2.2,0.008,0.025,1.6,1.2,0.8,,,,0,1,0
4,19,5,16,82XAA04,2,10%,0.018,6.1,0.023,0.206,4.9,3.7,,,,,0,43.8,42,,,,,,5.9,0.023,0.187,4.7,3.5,,,,,0,,,0,NA,NA,,,,,,,63%,0.041,4.4,0.018,0.108,3.6,2.6,,,,,2,0,35%,0.017,3.5,0.013,0.066,2.7,2.2,,,,,125%,0.027,3,0.012,0.049,2.4,1.8,,,,,19.3,2,0.007,0.022,1.6,1.2,,,,,0,1,0
4,20,5,16,82XAA04,3,0%,0,5.7,0.02,0.177,4,3.1,2.6,,,,0,40.4,35,35,,,,,5.7,0.022,0.177,4,3.1,2.6,,,,0,,,0,NA,NA,,,,,,,17%,0.023,5.3,0.025,0.153,3.8,2.7,2.5,,,,2,0,28%,0.028,4.9,0.026,0.13,3.5,2.6,2.2,,,,29%,0.023,4.3,0.025,0.102,3.2,2.2,1.9,,,,18.7,3.8,0.026,0.079,3,1.8,1.5,,,,0,1,0
5,1,1,21,81XAA04,2,0%,0,2.7,0.004,0.04,2.5,1,,,,,0,26.8,15.6,,,,,,2.7,0.005,0.04,2.5,1,,,,,0,,,0,NA,NA,,,,,,,24%,0.005,2.2,0.004,0.025,2,0.8,,,,,2,0,28%,0.004,1.9,0.004,0.02,1.8,0.7,,,,,26%,0.003,1.7,0.004,0.016,1.6,0.6,,,,,16,1.5,0.004,0.013,1.4,0.6,,,,,0,1,0
5,2,1,21,81XAA04,1,6%,0.015,6.9,0.029,0.26,6.9,,,,,,0,39.5,,,,,,,6.7,0.031,0.245,6.7,,,,,,0,,,0,NA,NA,,,,,,,68%,0.051,4.8,0.021,0.126,4.8,,,,,,2,0,26%,0.015,3.7,0.015,0.075,3.7,,,,,,39%,0.017,3.3,0.015,0.059,3.3,,,,,,21.6,2.8,0.014,0.043,2.8,,,,,,0,1,0
5,3,1,21,81XAA04,1,4%,0.005,4.8,0.014,0.126,4.8,,,,,,0,39.8,,,,,,,4.7,0.015,0.12,4.7,,,,,,0,,,0,NA,NA,,,,,,,52%,0.026,3.7,0.012,0.075,3.7,,,,,,2,0,44%,0.015,3,0.01,0.049,3,,,,,,144%,0.02,2.5,0.009,0.034,2.5,,,,,,21.5,1.6,0.005,0.014,1.6,,,,,,0,1,0
5,4,1,21,81XAA04,2,7%,0.038,10.2,0.063,0.566,7.4,7,,,,,0,37.6,35.8,,,,,,9.8,0.066,0.528,7.3,6.6,,,,,0,,,0,NA,NA,,,,,,,53%,0.124,8.1,0.06,0.361,5.9,5.6,,,,,2,0,46%,0.074,6.6,0.047,0.237,4.9,4.4,,,,,70%,0.067,5.5,0.041,0.162,4.1,3.6,,,,,26,4.2,0.032,0.096,3.2,2.7,,,,,0,1,0
5,5,1,22,2XT4E04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,49%,0.002,1.1,0.001,0.007,1.1,,,,,,224%,0.003,0.9,0.001,0.004,0.9,,,,,,12.7,0.5,0,0.001,0.5,,,,,,0,1,0
5,6,1,22,2XT4E04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,0,NA,NA,,,,,,,1,1,0
5,7,1,22,2XT4E04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,0,NA,NA,,,,,,,0,0,0
5,8,1,22,2XT4E04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,53%,0.002,1.1,0.001,0.007,0.9,0.7,,,,,554%,0.004,0.9,0.001,0.005,0.7,0.6,,,,,11.1,0.4,0,0.001,0.3,0.2,,,,,0,0,0
5,9,4,23,84XAA04,1,9%,0.01,4.8,0.014,0.126,4.8,,,,,,0,37.8,,,,,,,4.6,0.014,0.115,4.6,,,,,,0,,,0,NA,NA,,,,,,,40%,0.016,3.2,0.009,0.056,3.2,,,,,,2,0,51%,0.013,2.7,0.008,0.04,2.7,,,,,,186%,0.017,2.2,0.007,0.026,2.2,,,,,,17.9,1.3,0.003,0.009,1.3,,,,,,0,1,0
5,10,4,23,84XAA04,2,15%,0.013,4.3,0.011,0.099,3.2,2.8,,,,,0,37.4,33.8,,,,,,4,0.011,0.086,3,2.6,,,,,0,,,0,NA,NA,,,,,,,20%,0.009,3,0.008,0.051,2.3,2,,,,,2,0,18%,0.006,2.8,0.008,0.042,2.2,1.7,,,,,102%,0.018,2.6,0.009,0.036,2,1.6,,,,,17.5,1.8,0.006,0.018,1.5,1,,,,,0,1,0
5,11,4,23,84XAA04,2,28%,0.113,9.7,0.057,0.514,7.3,6.4,,,,,0,42.1,42.1,,,,,,8.6,0.05,0.401,6.4,5.7,,,,,0,,,0,NA,NA,,,,,,,77%,0.112,6.9,0.043,0.258,5.2,4.5,,,,,2,0,48%,0.047,5.2,0.029,0.146,3.8,3.5,,,,,179%,0.063,4.3,0.025,0.099,3.2,2.8,,,,,22.9,2.5,0.012,0.035,1.8,1.8,,,,,0,1,0
5,12,4,23,84XAA04,1,37%,0.101,8.3,0.042,0.376,8.3,,,,,,0,43.2,,,,,,,7.1,0.034,0.275,7.1,,,,,,0,,,0,NA,NA,,,,,,,56%,0.071,6,0.033,0.196,6,,,,,,2,0,78%,0.055,4.8,0.025,0.126,4.8,,,,,,54%,0.025,3.6,0.018,0.071,3.6,,,,,,23.2,2.9,0.015,0.046,2.9,,,,,,0,1,0
5,13,5,24,17XGA04,1,7%,0.003,2.9,0.005,0.046,2.9,,,,,,0,32.9,,,,,,,2.8,0.005,0.043,2.8,,,,,,0,,,0,NA,NA,,,,,,,38%,0.006,2,0.004,0.022,2,,,,,,3,0,47%,0.005,1.7,0.003,0.016,1.7,,,,,,142%,0.006,1.4,0.003,0.011,1.4,,,,,,13.6,0.9,0.001,0.004,0.9,,,,,,0,1,0
5,14,5,24,17XGA04,2,6%,0.008,5.1,0.016,0.142,3.9,3.3,,,,,0,35.5,27.2,,,,,,5,0.017,0.134,3.7,3.3,,,,,0,,,0,NA,NA,,,,,,,60%,0.028,3.7,0.012,0.074,2.6,2.6,,,,,3,0,63%,0.018,2.9,0.009,0.046,2.2,1.9,,,,,135%,0.016,2.3,0.007,0.028,1.8,1.4,,,,,15.4,1.5,0.004,0.012,1.1,0.8,0.6,,,,0,1,0
5,15,5,24,17XGA04,1,0%,0,6.7,0.027,0.245,6.7,,,,,,0,39.3,,,,,,,6.7,0.031,0.245,6.7,,,,,,0,,,0,NA,NA,,,,,,,43%,0.037,4.7,0.02,0.122,4.6,1.1,,,,,3,0,37%,0.023,4,0.017,0.085,3.8,1.1,,,,,148%,0.037,3.4,0.016,0.062,3.2,1.1,,,,,22,2.1,0.008,0.025,1.9,1,,,,,0,1,0
5,16,5,24,17XGA04,2,2%,0.003,5,0.015,0.136,4,3,,,,,0,36.6,35,,,,,,4.9,0.017,0.133,4,2.9,,,,,0,,,0,NA,NA,,,,,,,20%,0.016,4.2,0.016,0.094,3.4,2.4,,,,,2,0,37%,0.021,3.8,0.016,0.079,3.1,2.2,,,,,80%,0.026,3.2,0.014,0.057,2.7,1.8,,,,,16.7,2.4,0.011,0.032,2.1,1.2,,,,,0,1,0
5,17,5,25,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,0%,0,0.5,0,0.001,0.5,,,,,,,,0%,0,0.5,0,0.001,0.5,,,,,,0%,0,0.5,0,0.001,0.5,,,,,,5.6,0.5,0,0.001,0.5,,,,,,0,1,0
5,18,5,25,85XAA04,1,0%,0,3.7,0.008,0.075,3.7,,,,,,0,38.3,,,,,,,3.7,0.009,0.075,3.7,,,,,,0,,,0,NA,NA,,,,,,,46%,0.014,2.9,0.008,0.046,2.9,,,,,,,,60%,0.012,2.4,0.006,0.031,2.4,,,,,,84%,0.009,1.9,0.005,0.02,1.9,,,,,,21.5,1.4,0.004,0.011,1.4,,,,,,0,1,0
5,19,5,25,85XAA04,1,0%,0,1.9,0.002,0.02,1.9,,,,,,0,21.8,,,,,,,1.9,0.002,0.02,1.9,,,,,,0,,,0,NA,NA,,,,,,,47%,0.005,1.7,0.003,0.016,1.7,,,,,,,,62%,0.004,1.4,0.002,0.011,1.4,,,,,,147%,0.004,1.1,0.002,0.007,1.1,,,,,,11.5,0.7,0.001,0.003,0.7,,,,,,0,1,0
5,20,5,25,85XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,0%,0,0.4,0,0.001,0.4,,,,,,78%,0,0.4,0,0.001,0.4,,,,,,7.4,0.3,0,0,0.3,,,,,,0,1,0
6,1,2,30,81XAA04,2,5%,0.022,9.2,0.051,0.459,8.3,3.9,,,,,0,42.6,33.3,,,,,,8.9,0.055,0.437,8.1,3.8,,,,,0,,,0,NA,NA,,,,,,,60%,0.095,6.8,0.042,0.252,6.2,2.8,,,,,2,0,28%,0.034,5.4,0.031,0.157,4.9,2.2,,,,,130%,0.07,4.8,0.031,0.123,4.4,1.8,,,,,25.5,3.1,0.018,0.054,3,0.9,,,,,0,1,0
6,2,2,30,81XAA04,1,0%,0,6.7,0.027,0.245,6.7,,,,,,0,43,,,,,,,6.7,0.031,0.245,6.7,,,,,,0,,,0,NA,NA,,,,,,,58%,0.058,5.4,0.027,0.159,5.4,,,,,,2,0,43%,0.03,4.3,0.02,0.101,4.3,,,,,,107%,0.037,3.6,0.018,0.071,3.6,,,,,,24.2,2.5,0.011,0.034,2.5,,,,,,0,1,0
6,3,2,30,81XAA04,1,56%,0.11,7.5,0.034,0.307,7.5,,,,,,0,41.4,,,,,,,6,0.025,0.196,6,,,,,,0,,,0,NA,NA,,,,,,,46%,0.047,5.2,0.025,0.147,5.2,,,,,,2,0,28%,0.022,4.3,0.02,0.101,4.3,,,,,,50%,0.026,3.8,0.02,0.079,3.8,,,,,,23.7,3.1,0.017,0.052,3.1,,,,,,0,1,0
6,4,2,30,81XAA04,0,,,0,NA,NA,,,,,,,0,,,,,,,,0,NA,NA,,,,,,,0,,,0,NA,NA,,,,,,,,,0,NA,NA,,,,,,,,,0%,0,1,0.001,0.005,1,,,,,,56%,0.002,1,0.001,0.005,1,,,,,,12.8,0.8,0.001,0.003,0.8,,,,,,0,1,0
6,5,2,29,82XAA04,1,4%,0.006,5.7,0.02,0.177,5.7,,,,,,0,33.1,,,,,,,5.6,0.021,0.171,5.6,,,,,,0,,,0,NA,NA,,,,,,,38%,0.029,4.4,0.018,0.106,4,1.5,1.1,,,,1,0,57%,0.028,3.7,0.015,0.077,3.3,1.4,1.1,,,,89%,0.023,3,0.012,0.049,2.8,0.8,0.7,,,,18.5,2.2,0.009,0.026,1.9,0.8,0.7,,,,0,1,0
6,6,2,29,82XAA04,2,3%,0.011,7.9,0.038,0.339,7.2,3.2,,,,,0,37.5,32.3,,,,,,7.7,0.041,0.327,7.1,3.1,,,,,0,,,0,NA,NA,,,,,,,82%,0.09,6,0.033,0.199,5.5,2.5,,,,,1,0,53%,0.038,4.5,0.022,0.109,4.1,1.8,,,,,109%,0.037,3.6,0.018,0.072,3.3,1.5,,,,,20.2,2.5,0.011,0.034,2.3,1,,,,,0,1,0
6,7,2,29,82XAA04,3,8%,0.02,6.9,0.029,0.26,6.3,2.4,1.5,,,,0,36.4,28,,,,,,6.6,0.03,0.24,6,2.4,1.5,,,,0,,,0,NA,NA,,,,,,,85%,0.061,4.9,0.022,0.132,4.3,2,1.3,,,,1,0,46%,0.023,3.6,0.014,0.071,3.1,1.5,1.1,,,,151%,0.029,3,0.012,0.049,2.5,1.3,1,,,,17.5,1.9,0.006,0.019,1.6,0.8,0.6,,,,0,1,0
6,8,2,29,82XAA04,2,34%,0.051,6.1,0.023,0.203,5.8,1.9,,,,,0,43.1,,,,,,,5.3,0.019,0.152,5,1.7,,,,,0,,,0,NA,NA,,,,,,,108%,0.041,3.8,0.013,0.079,3.5,1.5,,,,,1,0,102%,0.019,2.6,0.008,0.038,2.3,1.3,,,,,114%,0.01,1.9,0.005,0.019,1.5,1.1,,,,,16.3,1.3,0.003,0.009,0.8,0.8,0.4,0.3,0.3,,0,1,0
6,9,3,28,18XAG04,1,0%,0,2.5,0.004,0.034,2.5,,,,,,0,25.4,,,,,,,2.5,0.004,0.034,2.5,,,,,,0,,,0,NA,NA,,,,,,,60%,0.007,1.9,0.003,0.02,1.9,,,,,,3,0,125%,0.007,1.5,0.002,0.012,1.5,,,,,,300%,0.004,1,0.001,0.005,1,,,,,,11.3,0.5,0,0.001,0.4,0.3,,,,,1,1,0
6,10,3,28,18XAG04,2,15%,0.037,7.2,0.031,0.282,5.9,4.1,,,,,0,47.6,35.7,,,,,,6.7,0.031,0.245,5.3,4.1,,,,,0,,,0,NA,NA,,,,,,,65%,0.057,5.2,0.024,0.146,3.9,3.4,,,,,2,0,84%,0.041,4,0.018,0.089,2.9,2.8,,,,,110%,0.025,3,0.012,0.048,2.1,2.1,,,,,20.9,2.1,0.008,0.023,1.5,1.4,,,,,1,1,0
