ord,Col,Row,Blk,Plot,id,"Clone
Number",Stems,DBHeq,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Year,Ht,Canker13
1,1,1,1,1,1,17XGA04,1,5.6,0.171,5.6,,,,,,2013,,0
2,1,2,1,1,1,17XGA04,1,3.2,0.056,3.2,,,,,,2013,,0
3,1,3,1,1,1,17XGA04,2,8.0,0.348,5.5,5.8,,,,,2013,,0
4,1,4,1,1,1,17XGA04,2,4.0,0.085,3.8,1.1,,,,,2013,,0
5,5,13,5,24,1,17XGA04,1,2.9,0.046,2.9,,,,,,2013,,0
6,5,14,5,24,1,17XGA04,2,5.1,0.142,3.9,3.3,,,,,2013,,0
7,5,15,5,24,1,17XGA04,1,6.7,0.245,6.7,,,,,,2013,,0
8,5,16,5,24,1,17XGA04,2,5.0,0.136,4.0,3.0,,,,,2013,,0
9,7,9,3,33,1,17XGA04,2,4.7,0.119,3.5,3.1,,,,,2013,,0
10,7,10,3,33,1,17XGA04,1,3.9,0.083,3.9,,,,,,2013,,0
11,7,11,3,33,1,17XGA04,2,5.9,0.193,4.4,4.0,,,,,2013,,0
12,7,12,3,33,1,17XGA04,NA,0.0,0.000,,,,,,,2013,,0
13,10,5,2,49,1,17XGA04,3,4.8,0.124,3.7,2.4,1.8,,,,2013,,0
14,10,6,2,49,1,17XGA04,1,3.7,0.075,3.7,,,,,,2013,,0
15,10,7,2,49,1,17XGA04,2,4.6,0.115,4.4,1.3,,,,,2013,,0
16,10,8,2,49,1,17XGA04,2,3.0,0.050,2.7,1.4,,,,,2013,,0
17,2,9,4,8,1,18XAG04,2,4.4,0.107,4.2,1.4,,,,,2013,,0
18,2,10,4,8,1,18XAG04,1,6.0,0.196,6.0,,,,,,2013,,0
19,2,11,4,8,1,18XAG04,2,8.2,0.367,5.7,5.9,,,,,2013,,0
20,2,12,4,8,1,18XAG04,2,7.7,0.325,5.7,5.2,,,,,2013,,0
21,4,5,1,19,1,18XAG04,2,6.3,0.217,4.8,4.1,,,,,2013,,0
22,4,6,1,19,1,18XAG04,1,5.6,0.171,5.6,,,,,,2013,,0
23,4,7,1,19,1,18XAG04,2,3.6,0.069,2.8,2.2,,,,,2013,,0
24,4,8,1,19,1,18XAG04,2,6.6,0.236,6.3,1.9,,,,,2013,,0
25,6,9,3,28,1,18XAG04,1,2.5,0.034,2.5,,,,,,2013,,0
26,6,10,3,28,1,18XAG04,2,7.2,0.282,5.9,4.1,,,,,2013,,0
27,6,11,3,28,1,18XAG04,2,1.3,0.009,1.1,0.7,,,,,2013,,0
28,6,12,3,28,1,18XAG04,1,5.7,0.177,5.7,,,,,,2013,,0
29,8,5,2,39,1,18XAG04,1,6.0,0.196,6.0,,,,,,2013,,0
30,8,6,2,39,1,18XAG04,1,2.6,0.037,2.6,,,,,,2013,,0
31,8,7,2,39,1,18XAG04,1,2.2,0.026,2.2,,,,,,2013,,0
32,8,8,2,39,1,18XAG04,3,5.3,0.154,4.3,2.8,1.4,,,,2013,,0
33,3,5,1,12,1,1XTE04,3,6.0,0.194,4.5,3.0,2.5,,,,2013,,0
34,3,6,1,12,1,1XTE04,1,3.3,0.059,3.3,,,,,,2013,,0
35,3,7,1,12,1,1XTE04,2,5.0,0.136,4.0,3.0,,,,,2013,,0
36,3,8,1,12,1,1XTE04,2,5.8,0.184,4.4,3.8,,,,,2013,,0
37,6,13,3,27,1,1XTE04,NA,0.0,0.000,,,,,,,2013,,0
38,6,14,3,27,1,1XTE04,NA,0.0,0.000,,,,,,,2013,,0
39,6,15,3,27,1,1XTE04,NA,0.0,0.000,,,,,,,2013,,0
40,6,16,3,27,1,1XTE04,1,2.9,0.046,2.9,,,,,,2013,,0
41,8,1,2,40,1,1XTE04,1,2.4,0.031,2.4,,,,,,2013,,2
42,8,2,2,40,1,1XTE04,NA,0.0,0.000,,,,,,,2013,,0
43,8,3,2,40,1,1XTE04,1,1.5,0.012,1.5,,,,,,2013,,0
44,8,4,2,40,1,1XTE04,1,2.4,0.031,2.4,,,,,,2013,,0
45,1,9,4,3,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
46,1,10,4,3,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
47,1,11,4,3,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
48,1,12,4,3,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
49,5,5,1,22,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
50,5,6,1,22,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
51,5,7,1,22,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
52,5,8,1,22,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
53,7,5,2,32,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
54,7,6,2,32,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
55,7,7,2,32,1,2XT4E04,1,3.9,0.083,3.9,,,,,,2013,,0
56,7,8,2,32,1,2XT4E04,3,3.0,0.051,2.6,1.3,0.9,,,,2013,,0
57,10,9,3,48,1,2XT4E04,2,3.6,0.071,2.7,2.4,,,,,2013,,0
58,10,10,3,48,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
59,10,11,3,48,1,2XT4E04,2,4.0,0.089,3.1,2.6,,,,,2013,,0
60,10,12,3,48,1,2XT4E04,NA,0.0,0.000,,,,,,,2013,,0
61,2,1,1,10,1,80XAA04,1,9.4,0.482,9.4,,,,,,2013,,0
62,2,2,1,10,1,80XAA04,1,6.8,0.252,6.8,,,,,,2013,,0
63,2,3,1,10,1,80XAA04,1,6.4,0.223,6.4,,,,,,2013,,0
64,2,4,1,10,1,80XAA04,1,3.0,0.049,3.0,,,,,,2013,,0
65,2,17,5,6,1,80XAA04,2,6.1,0.204,4.8,3.8,,,,,2013,,0
66,2,18,5,6,1,80XAA04,1,5.9,0.190,5.9,,,,,,2013,,0
67,2,19,5,6,1,80XAA04,5,8.6,0.402,5.4,4.2,4.0,3.0,1.4,,2013,,0
68,2,20,5,6,1,80XAA04,1,8.0,0.349,8.0,,,,,,2013,,0
69,3,9,4,13,1,80XAA04,3,9.2,0.457,8.1,3.6,2.3,,,,2013,,0
70,3,10,4,13,1,80XAA04,1,4.9,0.131,4.9,,,,,,2013,,0
71,3,11,4,13,1,80XAA04,NA,0.0,0.000,,,,,,,2013,,0
72,3,12,4,13,1,80XAA04,2,10.1,0.556,9.7,2.8,,,,,2013,,0
73,9,5,2,42,1,80XAA04,1,8.6,0.403,8.6,,,,,,2013,,0
74,9,6,2,42,1,80XAA04,1,8.7,0.413,8.7,,,,,,2013,,0
75,9,7,2,42,1,80XAA04,1,7.5,0.307,7.5,,,,,,2013,,0
76,9,8,2,42,1,80XAA04,2,9.3,0.476,6.9,6.3,,,,,2013,,0
77,9,13,3,44,1,80XAA04,2,7.2,0.284,5.2,5.0,,,,,2013,,0
78,9,14,3,44,1,80XAA04,1,6.8,0.252,6.8,,,,,,2013,,0
79,9,15,3,44,1,80XAA04,3,6.6,0.238,5.1,3.7,2.0,,,,2013,,0
80,9,16,3,44,1,80XAA04,1,3.9,0.083,3.9,,,,,,2013,,0
81,10,17,6,46,1,80XAA04,1,7.9,0.340,7.9,,,,,,2013,,0
82,10,18,6,46,1,80XAA04,NA,0.0,0.000,,,,,,,2013,,0
83,10,19,6,46,1,80XAA04,1,5.8,0.183,5.8,,,,,,2013,,0
84,10,20,6,46,1,80XAA04,2,3.8,0.081,3.0,2.4,,,,,2013,,0
85,1,17,5,5,1,81XAA04,2,6.3,0.215,5.8,2.4,,,,,2013,,0
86,1,18,5,5,1,81XAA04,2,9.3,0.472,7.5,5.5,,,,,2013,,0
87,1,19,5,5,1,81XAA04,3,7.9,0.337,6.7,3.4,2.3,,,,2013,,0
88,1,20,5,5,1,81XAA04,1,4.0,0.087,4.0,,,,,,2013,,0
89,2,13,4,7,1,81XAA04,NA,0.0,0.000,,,,,,,2013,,0
90,2,14,4,7,1,81XAA04,1,5.5,0.165,5.5,,,,,,2013,,0
91,2,15,4,7,1,81XAA04,1,2.9,0.046,2.9,,,,,,2013,,0
92,2,16,4,7,1,81XAA04,NA,0.0,0.000,,,,,,,2013,,0
93,5,1,1,21,1,81XAA04,2,2.7,0.040,2.5,1.0,,,,,2013,,0
94,5,2,1,21,1,81XAA04,1,6.9,0.260,6.9,,,,,,2013,,0
95,5,3,1,21,1,81XAA04,1,4.8,0.126,4.8,,,,,,2013,,0
96,5,4,1,21,1,81XAA04,2,10.2,0.566,7.4,7.0,,,,,2013,,0
97,6,1,2,30,1,81XAA04,2,9.2,0.459,8.3,3.9,,,,,2013,,0
98,6,2,2,30,1,81XAA04,1,6.7,0.245,6.7,,,,,,2013,,0
99,6,3,2,30,1,81XAA04,1,7.5,0.307,7.5,,,,,,2013,,0
100,6,4,2,30,1,81XAA04,NA,0.0,0.000,,,,,,,2013,,0
101,7,17,6,35,1,81XAA04,NA,0.0,0.000,,,,,,,2013,,0
102,7,18,6,35,1,81XAA04,1,5.0,0.136,5.0,,,,,,2013,,0
103,7,19,6,35,1,81XAA04,2,4.5,0.109,3.4,2.9,,,,,2013,,0
104,7,20,6,35,1,81XAA04,2,8.0,0.352,7.7,2.3,,,,,2013,,0
105,8,13,3,37,1,81XAA04,2,6.5,0.230,6.3,1.6,,,,,2013,,0
106,8,14,3,37,1,81XAA04,1,5.7,0.177,5.7,,,,,,2013,,0
107,8,15,3,37,1,81XAA04,NA,0.0,0.000,,,,,,,2013,,0
108,8,16,3,37,1,81XAA04,1,3.5,0.067,3.5,,,,,,2013,,0
109,1,5,1,2,1,82XAA04,1,5.8,0.183,5.8,,,,,,2013,,0
110,1,6,1,2,1,82XAA04,1,5.0,0.136,5.0,,,,,,2013,,0
111,1,7,1,2,1,82XAA04,3,8.7,0.410,6.9,4.5,2.7,,,,2013,,0
112,1,8,1,2,1,82XAA04,NA,0.0,0.000,,,,,,,2013,,0
113,3,13,4,14,1,82XAA04,3,7.1,0.273,5.6,3.2,2.9,,,,2013,,0
114,3,14,4,14,1,82XAA04,2,7.3,0.291,7.1,1.7,,,,,2013,,0
115,3,15,4,14,1,82XAA04,2,6.2,0.213,4.8,4.0,,,,,2013,,0
116,3,16,4,14,1,82XAA04,1,6.2,0.210,6.2,,,,,,2013,,0
117,4,17,5,16,1,82XAA04,1,3.5,0.067,3.5,,,,,,2013,,0
118,4,18,5,16,1,82XAA04,3,8.4,0.389,5.9,5.0,3.4,,,,2013,,0
119,4,19,5,16,1,82XAA04,2,6.1,0.206,4.9,3.7,,,,,2013,,0
120,4,20,5,16,1,82XAA04,3,5.7,0.177,4.0,3.1,2.6,,,,2013,,0
121,6,5,2,29,1,82XAA04,1,5.7,0.177,5.7,,,,,,2013,,0
122,6,6,2,29,1,82XAA04,2,7.9,0.339,7.2,3.2,,,,,2013,,0
123,6,7,2,29,1,82XAA04,3,6.9,0.260,6.3,2.4,1.5,,,,2013,,0
124,6,8,2,29,1,82XAA04,2,6.1,0.203,5.8,1.9,,,,,2013,,0
125,6,17,6,26,1,82XAA04,2,4.3,0.101,4.0,1.6,,,,,2013,,0
126,6,18,6,26,1,82XAA04,2,6.8,0.253,5.2,4.4,,,,,2013,,0
127,6,19,6,26,1,82XAA04,1,6.1,0.203,6.1,,,,,,2013,,0
128,6,20,6,26,1,82XAA04,2,7.0,0.269,5.3,4.6,,,,,2013,,0
129,8,9,3,38,1,82XAA04,3,7.3,0.294,6.3,2.9,2.4,,,,2013,,0
130,8,10,3,38,1,82XAA04,1,5.7,0.177,5.7,,,,,,2013,,0
131,8,11,3,38,1,82XAA04,2,7.1,0.273,5.1,4.9,,,,,2013,,0
132,8,12,3,38,1,82XAA04,1,5.9,0.190,5.9,,,,,,2013,,0
133,1,13,4,4,1,83XAA04,4,8.7,0.414,6.5,4.4,3.5,1.4,,,2013,,0
134,1,14,4,4,1,83XAA04,3,9.8,0.520,8.0,5.3,1.8,,,,2013,,0
135,1,15,4,4,1,83XAA04,3,9.4,0.478,5.6,5.5,5.1,,,,2013,,0
136,1,16,4,4,1,83XAA04,2,8.9,0.432,7.9,4.1,,,,,2013,,0
137,3,1,1,11,1,83XAA04,4,8.9,0.433,7.5,4.3,1.7,1.3,,,2013,,0
138,3,2,1,11,1,83XAA04,3,8.4,0.387,6.4,5.1,2.0,,,,2013,,0
139,3,3,1,11,1,83XAA04,2,6.6,0.240,5.3,4.0,,,,,2013,,0
140,3,4,1,11,1,83XAA04,3,9.1,0.448,7.2,5.3,1.5,,,,2013,,0
141,3,17,5,15,1,83XAA04,2,7.5,0.306,6.4,3.9,,,,,2013,,0
142,3,18,5,15,1,83XAA04,1,6.5,0.230,6.5,,,,,,2013,,0
143,3,19,5,15,1,83XAA04,1,5.0,0.136,5.0,,,,,,2013,,0
144,3,20,5,15,1,83XAA04,2,7.4,0.295,5.9,4.4,,,,,2013,,0
145,7,1,2,31,1,83XAA04,2,8.5,0.395,7.8,3.4,,,,,2013,,0
146,7,2,2,31,1,83XAA04,2,8.1,0.355,7.6,2.7,,,,,2013,,0
147,7,3,2,31,1,83XAA04,1,7.4,0.299,7.4,,,,,,2013,,0
148,7,4,2,31,1,83XAA04,1,8.2,0.367,8.2,,,,,,2013,,0
149,7,13,3,34,1,83XAA04,2,8.9,0.430,7.2,5.2,,,,,2013,,0
150,7,14,3,34,1,83XAA04,2,7.5,0.305,6.5,3.7,,,,,2013,,0
151,7,15,3,34,1,83XAA04,2,8.2,0.364,7.9,2.1,,,,,2013,,0
152,7,16,3,34,1,83XAA04,2,9.9,0.534,7.0,7.0,,,,,2013,,0
153,9,17,6,45,1,83XAA04,2,8.4,0.385,6.6,5.2,,,,,2013,,0
154,9,18,6,45,1,83XAA04,4,5.1,0.143,3.7,2.4,1.9,1.8,,,2013,,0
155,9,19,6,45,1,83XAA04,2,7.8,0.333,7.3,2.8,,,,,2013,,0
156,9,20,6,45,1,83XAA04,5,10.6,0.607,6.3,5.9,4.2,3.1,3.1,,2013,,0
157,2,5,1,9,1,84XAA04,4,8.0,0.347,4.4,4.5,4.7,1.4,,,2013,,0
158,2,6,1,9,1,84XAA04,1,6.0,0.196,6.0,,,,,,2013,,0
159,2,7,1,9,1,84XAA04,3,7.7,0.327,5.1,5.0,3.0,,,,2013,,0
160,2,8,1,9,1,84XAA04,2,4.7,0.122,3.4,3.3,,,,,2013,,0
161,4,13,5,17,1,84XAA04,2,5.1,0.140,4.4,2.5,,,,,2013,,0
162,4,14,5,17,1,84XAA04,NA,0.0,0.000,,,,,,,2013,,0
163,4,15,5,17,1,84XAA04,1,7.1,0.275,7.1,,,,,,2013,,0
164,4,16,5,17,1,84XAA04,3,7.7,0.324,5.8,4.1,3.0,,,,2013,,0
165,5,9,4,23,1,84XAA04,1,4.8,0.126,4.8,,,,,,2013,,0
166,5,10,4,23,1,84XAA04,2,4.3,0.099,3.2,2.8,,,,,2013,,0
167,5,11,4,23,1,84XAA04,2,9.7,0.514,7.3,6.4,,,,,2013,,0
168,5,12,4,23,1,84XAA04,1,8.3,0.376,8.3,,,,,,2013,,0
169,8,17,6,36,1,84XAA04,1,6.1,0.203,6.1,,,,,,2013,,0
170,8,18,6,36,1,84XAA04,1,6.6,0.238,6.6,,,,,,2013,,0
171,8,19,6,36,1,84XAA04,NA,0.0,0.000,,,,,,,2013,,0
172,8,20,6,36,1,84XAA04,1,4.5,0.110,4.5,,,,,,2013,,0
173,9,9,3,43,1,84XAA04,2,5.0,0.136,4.8,1.4,,,,,2013,,0
174,9,10,3,43,1,84XAA04,2,7.2,0.281,6.9,2.0,,,,,2013,,0
175,9,11,3,43,1,84XAA04,2,3.4,0.063,2.4,2.4,,,,,2013,,0
176,9,12,3,43,1,84XAA04,1,4.0,0.087,4.0,,,,,,2013,,0
177,10,1,2,50,1,84XAA04,2,9.3,0.473,9.0,2.4,,,,,2013,,0
178,10,2,2,50,1,84XAA04,NA,0.0,0.000,,,,,,,2013,,0
179,10,3,2,50,1,84XAA04,1,5.4,0.159,5.4,,,,,,2013,,0
180,10,4,2,50,1,84XAA04,3,9.0,0.438,6.9,5.4,1.9,,,,2013,,0
181,4,1,1,20,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
182,4,2,1,20,1,85XAA04,1,4.4,0.106,4.4,,,,,,2013,,0
183,4,3,1,20,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
184,4,4,1,20,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
185,4,9,4,18,1,85XAA04,1,1.8,0.018,1.8,,,,,,2013,,0
186,4,10,4,18,1,85XAA04,1,2.7,0.040,2.7,,,,,,2013,,0
187,4,11,4,18,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
188,4,12,4,18,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
189,5,17,5,25,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
190,5,18,5,25,1,85XAA04,1,3.7,0.075,3.7,,,,,,2013,,0
191,5,19,5,25,1,85XAA04,1,1.9,0.020,1.9,,,,,,2013,,0
192,5,20,5,25,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
193,9,1,2,41,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
194,9,2,2,41,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
195,9,3,2,41,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
196,9,4,2,41,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
197,10,13,3,47,1,85XAA04,1,2.0,0.022,2.0,,,,,,2013,,0
198,10,14,3,47,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
199,10,15,3,47,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
200,10,16,3,47,1,85XAA04,NA,0.0,0.000,,,,,,,2013,,0
201,11,1,1,51,1,NM6,2,5.4,0.162,4.0,3.7,,,,,2013,,2
202,11,2,1,51,1,NM6,1,7.8,0.332,7.8,,,,,,2013,,2
203,11,3,1,51,1,NM6,1,7.4,0.299,7.4,,,,,,2013,,2
204,11,4,1,51,1,NM6,1,5.3,0.153,5.3,,,,,,2013,,2
205,11,5,2,52,1,NM6,1,6.5,0.230,6.5,,,,,,2013,,2
206,11,6,2,52,1,NM6,1,6.1,0.203,6.1,,,,,,2013,,2
207,11,7,2,52,1,NM6,1,6.7,0.245,6.7,,,,,,2013,,2
208,11,8,2,52,1,NM6,2,9.2,0.462,7.3,5.6,,,,,2013,,2
209,11,9,3,53,1,NM6,NA,0.0,0.000,,,,,,,2013,,0
210,11,10,3,53,1,NM6,2,7.6,0.319,5.7,5.1,,,,,2013,,2
211,11,11,3,53,1,NM6,1,7.7,0.323,7.7,,,,,,2013,,2
212,11,12,3,53,1,NM6,1,8.3,0.376,8.3,,,,,,2013,,0
213,11,13,4,54,1,NM6,1,4.4,0.106,4.4,,,,,,2013,,2
214,11,14,4,54,1,NM6,1,3.6,0.071,3.6,,,,,,2013,,0
215,11,15,4,54,1,NM6,1,5.5,0.165,5.5,,,,,,2013,,2
216,11,16,4,54,1,NM6,1,6.2,0.210,6.2,,,,,,2013,,2
217,11,17,5,55,1,NM6,1,7.3,0.291,7.3,,,,,,2013,,2
218,11,18,5,55,1,NM6,1,6.4,0.223,6.4,,,,,,2013,,2
219,11,19,5,55,1,NM6,1,6.2,0.210,6.2,,,,,,2013,,2
220,11,20,5,55,1,NM6,1,5.9,0.190,5.9,,,,,,2013,,2
221,12,17,6,56,1,NM6,1,6.6,0.238,6.6,,,,,,2013,,2
222,12,18,6,56,1,NM6,4,8.3,0.377,7.5,2.7,1.9,1.4,,,2013,,2
223,12,19,6,56,1,NM6,1,8.2,0.367,8.2,,,,,,2013,,2
224,12,20,6,56,1,NM6,2,6.4,0.220,5.3,3.5,,,,,2013,,2
225,1,1,1,1,2,17XGA04,1,5.0,0.136,5.0,,,,,,2012,32.6,0
226,1,2,1,1,2,17XGA04,1,2.7,0.040,2.7,,,,,,2012,27.2,0
227,1,3,1,1,2,17XGA04,2,7.2,0.280,5.4,4.7,,,,,2012,39.3,0
228,1,4,1,1,2,17XGA04,2,3.4,0.061,3.2,1.0,,,,,2012,35.3,0
229,5,13,5,24,2,17XGA04,1,2.8,0.043,2.8,,,,,,2012,32.9,0
230,5,14,5,24,2,17XGA04,2,5.0,0.134,3.7,3.3,,,,,2012,35.5,0
231,5,15,5,24,2,17XGA04,1,6.7,0.245,6.7,,,,,,2012,39.3,0
232,5,16,5,24,2,17XGA04,2,4.9,0.133,4.0,2.9,,,,,2012,36.6,0
233,7,9,3,33,2,17XGA04,2,4.7,0.119,3.5,3.1,,,,,2012,35.0,0
234,7,10,3,33,2,17XGA04,1,3.9,0.083,3.9,,,,,,2012,39.0,0
235,7,11,3,33,2,17XGA04,2,5.7,0.175,4.2,3.8,,,,,2012,38.1,0
236,7,12,3,33,2,17XGA04,NA,0.0,0.000,,,,,,,2012,,0
237,10,5,2,49,2,17XGA04,3,4.7,0.120,3.6,2.4,1.8,,,,2012,36.5,0
238,10,6,2,49,2,17XGA04,1,3.7,0.075,3.7,,,,,,2012,36.5,0
239,10,7,2,49,2,17XGA04,2,4.5,0.110,4.3,1.3,,,,,2012,43.2,0
240,10,8,2,49,2,17XGA04,2,3.0,0.050,2.7,1.4,,,,,2012,33.3,0
241,2,9,4,8,2,18XAG04,2,3.9,0.081,3.6,1.4,,,,,2012,33.1,0
242,2,10,4,8,2,18XAG04,1,5.4,0.159,5.4,,,,,,2012,37.3,0
243,2,11,4,8,2,18XAG04,2,7.4,0.301,5.5,5.0,,,,,2012,46.0,0
244,2,12,4,8,2,18XAG04,2,7.1,0.278,5.1,5.0,,,,,2012,38.4,0
245,4,5,1,19,2,18XAG04,2,6.2,0.207,4.6,4.1,,,,,2012,43.2,0
246,4,6,1,19,2,18XAG04,1,5.6,0.171,5.6,,,,,,2012,42.0,0
247,4,7,1,19,2,18XAG04,2,3.6,0.069,2.8,2.2,,,,,2012,35.2,0
248,4,8,1,19,2,18XAG04,2,6.4,0.221,6.1,1.8,,,,,2012,39.9,0
249,6,9,3,28,2,18XAG04,1,2.5,0.034,2.5,,,,,,2012,25.4,0
250,6,10,3,28,2,18XAG04,2,6.7,0.245,5.3,4.1,,,,,2012,47.6,0
251,6,11,3,28,2,18XAG04,1,1.1,0.007,1.1,,,,,,2012,9.8,0
252,6,12,3,28,2,18XAG04,1,5.1,0.142,5.1,,,,,,2012,44.4,0
253,8,5,2,39,2,18XAG04,1,5.7,0.177,5.7,,,,,,2012,40.4,0
254,8,6,2,39,2,18XAG04,1,2.6,0.037,2.6,,,,,,2012,25.4,0
255,8,7,2,39,2,18XAG04,1,2.2,0.026,2.2,,,,,,2012,20.5,0
256,8,8,2,39,2,18XAG04,3,5.3,0.154,4.3,2.8,1.4,,,,2012,42.2,0
257,3,5,1,12,2,1XTE04,3,5.6,0.173,4.2,2.8,2.5,,,,2012,42.0,0
258,3,6,1,12,2,1XTE04,1,3.3,0.059,3.3,,,,,,2012,31.2,0
259,3,7,1,12,2,1XTE04,2,4.8,0.128,3.8,3.0,,,,,2012,40.1,0
260,3,8,1,12,2,1XTE04,2,5.8,0.184,4.4,3.8,,,,,2012,39.9,0
261,6,13,3,27,2,1XTE04,NA,0.0,0.000,,,,,,,2012,,0
262,6,14,3,27,2,1XTE04,NA,0.0,0.000,,,,,,,2012,,0
263,6,15,3,27,2,1XTE04,NA,0.0,0.000,,,,,,,2012,,0
