ord,Col,Row,Blk,Plot,id,"Clone
521,9,5,2,42,3,80XAA04,1,7.2,0.283,7.2,,,,,,2011.0,,
522,9,6,2,42,3,80XAA04,1,7.3,0.291,7.3,,,,,,2011.0,,
523,9,7,2,42,3,80XAA04,1,6.3,0.216,6.3,,,,,,2011.0,,
524,9,8,2,42,3,80XAA04,2,7.7,0.320,5.8,5.0,,,,,2011.0,,
525,9,13,3,44,3,80XAA04,2,5.9,0.188,4.2,4.1,,,,,2011.0,,
526,9,14,3,44,3,80XAA04,1,5.7,0.177,5.7,,,,,,2011.0,,
527,9,15,3,44,3,80XAA04,3,5.3,0.156,4.0,3.0,1.9,,,,2011.0,,
528,9,16,3,44,3,80XAA04,1,3.3,0.059,3.3,,,,,,2011.0,,
529,10,17,6,46,3,80XAA04,1,6.3,0.216,6.3,,,,,,2011.0,,
530,10,18,6,46,3,80XAA04,NA,0.0,0.000,,,,,,,2011.0,,
531,10,19,6,46,3,80XAA04,1,4.5,0.110,4.5,,,,,,2011.0,,
532,10,20,6,46,3,80XAA04,2,3.1,0.053,2.2,2.2,,,,,2011.0,,
533,1,17,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
534,1,18,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
535,1,19,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
536,1,20,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
537,2,13,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
538,2,14,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
539,2,15,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
540,2,16,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
541,5,1,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
542,5,2,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
543,5,3,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
544,5,4,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
545,6,1,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
546,6,2,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
547,6,3,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
548,6,4,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
549,7,17,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
550,7,18,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
551,7,19,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
552,7,20,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
553,8,13,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
554,8,14,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
555,8,15,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
556,8,16,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
557,1,5,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
558,1,6,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
559,1,7,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
560,1,8,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
561,3,13,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
562,3,14,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
563,3,15,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
564,3,16,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
565,4,17,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
566,4,18,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
567,4,19,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
568,4,20,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
569,6,5,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
570,6,6,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
571,6,7,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
572,6,8,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
573,6,17,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
574,6,18,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
575,6,19,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
576,6,20,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
577,8,9,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
578,8,10,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
579,8,11,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
580,8,12,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
581,1,13,4,4,3,83XAA04,3,6.8,0.249,5.2,3.1,3.0,,,,2011.0,,
582,1,14,4,4,3,83XAA04,3,7.7,0.324,6.2,4.2,1.8,,,,2011.0,,
583,1,15,4,4,3,83XAA04,3,7.7,0.327,4.7,4.5,4.2,,,,2011.0,,
584,1,16,4,4,3,83XAA04,2,6.9,0.259,6.1,3.2,,,,,2011.0,,
585,3,1,1,11,3,83XAA04,4,7.2,0.286,6.2,3.3,1.4,1.1,,,2011.0,,
586,3,2,1,11,3,83XAA04,3,7.2,0.280,5.6,4.0,2.0,,,,2011.0,,
587,3,3,1,11,3,83XAA04,2,5.6,0.171,4.2,3.7,,,,,2011.0,,
588,3,4,1,11,3,83XAA04,3,7.6,0.316,6.0,4.5,1.3,,,,2011.0,,
589,3,17,5,15,3,83XAA04,2,6.2,0.209,5.3,3.2,,,,,2011.0,,
590,3,18,5,15,3,83XAA04,1,5.9,0.190,5.9,,,,,,2011.0,,
591,3,19,5,15,3,83XAA04,1,4.2,0.096,4.2,,,,,,2011.0,,
592,3,20,5,15,3,83XAA04,2,5.7,0.178,4.6,3.4,,,,,2011.0,,
593,7,1,2,31,3,83XAA04,2,6.3,0.218,5.8,2.5,,,,,2011.0,,
594,7,2,2,31,3,83XAA04,2,6.5,0.229,6.1,2.2,,,,,2011.0,,
595,7,3,2,31,3,83XAA04,1,6.2,0.210,6.2,,,,,,2011.0,,
596,7,4,2,31,3,83XAA04,1,7.0,0.267,7.0,,,,,,2011.0,,
597,7,13,3,34,3,83XAA04,2,7.7,0.320,6.4,4.2,,,,,2011.0,,
598,7,14,3,34,3,83XAA04,2,6.7,0.247,5.8,3.4,,,,,2011.0,,
599,7,15,3,34,3,83XAA04,2,7.3,0.289,7.0,2.0,,,,,2011.0,,
600,7,16,3,34,3,83XAA04,2,7.8,0.330,5.6,5.4,,,,,2011.0,,
601,9,17,6,45,3,83XAA04,2,7.1,0.277,5.6,4.4,,,,,2011.0,,
602,9,18,6,45,3,83XAA04,3,4.4,0.108,3.3,2.2,2.0,,,,2011.0,,
603,9,19,6,45,3,83XAA04,2,6.5,0.230,6.0,2.5,,,,,2011.0,,
604,9,20,6,45,3,83XAA04,5,7.5,0.307,4.9,3.6,3.2,2.4,1.8,,2011.0,,
605,2,5,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
606,2,6,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
607,2,7,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
608,2,8,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
609,4,13,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
610,4,14,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
611,4,15,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
612,4,16,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
613,5,9,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
614,5,10,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
615,5,11,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
616,5,12,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
617,8,17,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
618,8,18,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
619,8,19,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
620,8,20,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
621,9,9,3,43,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
622,9,10,3,43,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
623,9,11,3,43,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
624,9,12,3,43,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
625,10,1,2,50,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
626,10,2,2,50,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
627,10,3,2,50,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
628,10,4,2,50,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
629,4,1,1,20,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
630,4,2,1,20,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
631,4,3,1,20,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
632,4,4,1,20,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
633,4,9,4,18,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
634,4,10,4,18,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
635,4,11,4,18,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
636,4,12,4,18,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
637,5,17,5,25,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
638,5,18,5,25,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
639,5,19,5,25,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
640,5,20,5,25,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
641,9,1,2,41,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
642,9,2,2,41,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
643,9,3,2,41,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
644,9,4,2,41,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
645,10,13,3,47,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
646,10,14,3,47,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
647,10,15,3,47,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
648,10,16,3,47,3,85XAA04,NA,0.0,0.000,,,,,,,2011.0,,
649,11,1,1,51,3,NM6,2,4.9,0.132,3.9,3.0,,,,,2011.0,,
650,11,2,1,51,3,NM6,1,6.2,0.210,6.2,,,,,,2011.0,,
651,11,3,1,51,3,NM6,1,5.9,0.190,5.9,,,,,,2011.0,,
652,11,4,1,51,3,NM6,1,4.5,0.110,4.5,,,,,,2011.0,,
653,11,5,2,52,3,NM6,1,4.8,0.126,4.8,,,,,,2011.0,,
654,11,6,2,52,3,NM6,1,4.9,0.131,4.9,,,,,,2011.0,,
655,11,7,2,52,3,NM6,1,5.7,0.177,5.7,,,,,,2011.0,,
656,11,8,2,52,3,NM6,2,8.1,0.358,6.8,4.4,,,,,2011.0,,
657,11,9,3,53,3,NM6,NA,0.0,0.000,,,,,,,2011.0,,
658,11,10,3,53,3,NM6,1,4.4,0.103,4.4,,,,,,2011.0,,
659,11,11,3,53,3,NM6,1,6.3,0.216,6.3,,,,,,2011.0,,
660,11,12,3,53,3,NM6,1,7.6,0.315,7.6,,,,,,2011.0,,
661,11,13,4,54,3,NM6,1,4.4,0.106,4.4,,,,,,2011.0,,
662,11,14,4,54,3,NM6,1,3.3,0.059,3.3,,,,,,2011.0,,
663,11,15,4,54,3,NM6,1,5.1,0.142,5.1,,,,,,2011.0,,
664,11,16,4,54,3,NM6,1,5.6,0.171,5.6,,,,,,2011.0,,
665,11,17,5,55,3,NM6,1,6.7,0.245,6.7,,,,,,2011.0,,
666,11,18,5,55,3,NM6,1,6.0,0.196,6.0,,,,,,2011.0,,
667,11,19,5,55,3,NM6,1,5.8,0.183,5.8,,,,,,2011.0,,
668,11,20,5,55,3,NM6,1,5.3,0.153,5.3,,,,,,2011.0,,
669,12,17,6,56,3,NM6,1,3.4,0.061,3.4,,,,,,2011.0,,
670,12,18,6,56,3,NM6,4,6.4,0.223,5.7,2.0,1.7,1.2,,,2011.0,,
671,12,19,6,56,3,NM6,1,6.7,0.245,6.7,,,,,,2011.0,,
672,12,20,6,56,3,NM6,2,5.3,0.153,4.5,2.8,,,,,2011.0,,
673,1,1,1,1,4,17XGA04,1,2.8,0.043,2.8,,,,,,2010.0,,0
674,1,2,1,1,4,17XGA04,1,2.0,0.022,2.0,,,,,,2010.0,,0
675,1,3,1,1,4,17XGA04,2,4.6,0.115,3.3,3.2,,,,,2010.0,,0
676,1,4,1,1,4,17XGA04,2,2.7,0.040,2.6,0.8,,,,,2010.0,,0
677,5,13,5,24,4,17XGA04,1,2.0,0.022,2.0,,,,,,2010.0,,0
678,5,14,5,24,4,17XGA04,2,3.7,0.074,2.6,2.6,,,,,2010.0,,0
679,5,15,5,24,4,17XGA04,2,4.7,0.122,4.6,1.1,,,,,2010.0,,0
680,5,16,5,24,4,17XGA04,2,4.2,0.094,3.4,2.4,,,,,2010.0,,0
681,7,9,3,33,4,17XGA04,2,3.5,0.066,2.5,2.4,,,,,2010.0,,0
682,7,10,3,33,4,17XGA04,1,3.0,0.049,3.0,,,,,,2010.0,,0
683,7,11,3,33,4,17XGA04,2,3.9,0.083,2.9,2.6,,,,,2010.0,,0
684,7,12,3,33,4,17XGA04,NA,0.0,0.000,,,,,,,2010.0,,0
685,10,5,2,49,4,17XGA04,3,3.6,0.073,2.6,2.0,1.6,,,,2010.0,,0
686,10,6,2,49,4,17XGA04,3,3.1,0.054,2.7,1.4,0.8,,,,2010.0,,0
687,10,7,2,49,4,17XGA04,2,3.6,0.070,3.3,1.4,,,,,2010.0,,0
688,10,8,2,49,4,17XGA04,2,2.7,0.040,2.3,1.4,,,,,2010.0,,0
689,2,9,4,8,4,18XAG04,3,3.1,0.054,2.8,1.2,0.8,,,,2010.0,,0
690,2,10,4,8,4,18XAG04,1,4.1,0.092,4.1,,,,,,2010.0,,0
691,2,11,4,8,4,18XAG04,2,5.5,0.162,4.1,3.6,,,,,2010.0,,0
692,2,12,4,8,4,18XAG04,2,5.7,0.179,4.1,4.0,,,,,2010.0,,0
693,4,5,1,19,4,18XAG04,2,5.0,0.134,3.7,3.3,,,,,2010.0,,0
694,4,6,1,19,4,18XAG04,1,3.9,0.083,3.9,,,,,,2010.0,,0
695,4,7,1,19,4,18XAG04,2,2.9,0.046,2.2,1.9,,,,,2010.0,,0
696,4,8,1,19,4,18XAG04,3,5.0,0.134,4.6,1.7,0.7,,,,2010.0,,0
697,6,9,3,28,4,18XAG04,1,1.9,0.020,1.9,,,,,,2010.0,,0
698,6,10,3,28,4,18XAG04,2,5.2,0.146,3.9,3.4,,,,,2010.0,,0
699,6,11,3,28,4,18XAG04,3,1.2,0.008,1.0,0.5,0.4,,,,2010.0,,0
700,6,12,3,28,4,18XAG04,1,4.0,0.087,4.0,,,,,,2010.0,,0
701,8,5,2,39,4,18XAG04,1,4.0,0.087,4.0,,,,,,2010.0,,0
702,8,6,2,39,4,18XAG04,1,1.9,0.020,1.9,,,,,,2010.0,,0
703,8,7,2,39,4,18XAG04,2,1.9,0.020,1.8,0.7,,,,,2010.0,,0
704,8,8,2,39,4,18XAG04,3,3.9,0.085,3.0,2.2,1.3,,,,2010.0,,0
705,3,5,1,12,4,1XTE04,3,4.7,0.121,3.1,3.0,1.9,,,,2010.0,,0
706,3,6,1,12,4,1XTE04,1,2.6,0.037,2.6,,,,,,2010.0,,0
707,3,7,1,12,4,1XTE04,2,3.6,0.071,2.7,2.4,,,,,2010.0,,0
708,3,8,1,12,4,1XTE04,2,4.0,0.089,3.0,2.7,,,,,2010.0,,0
709,6,13,3,27,4,1XTE04,NA,0.0,0.000,,,,,,,2010.0,,
710,6,14,3,27,4,1XTE04,NA,0.0,0.000,,,,,,,2010.0,,
711,6,15,3,27,4,1XTE04,NA,0.0,0.000,,,,,,,2010.0,,
712,6,16,3,27,4,1XTE04,1,2.0,0.022,2.0,,,,,,2010.0,,0
713,8,1,2,40,4,1XTE04,1,1.8,0.018,1.8,,,,,,2010.0,,0
714,8,2,2,40,4,1XTE04,NA,0.0,0.000,,,,,,,2010.0,,
715,8,3,2,40,4,1XTE04,1,0.9,0.004,0.9,,,,,,2010.0,,0
716,8,4,2,40,4,1XTE04,1,1.7,0.016,1.7,,,,,,2010.0,,0
717,1,9,4,3,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
718,1,10,4,3,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
719,1,11,4,3,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
720,1,12,4,3,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
721,5,5,1,22,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
722,5,6,1,22,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
723,5,7,1,22,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
724,5,8,1,22,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
725,7,5,2,32,4,2XT4E04,2,0.7,0.002,0.6,0.3,,,,,2010.0,,0
726,7,6,2,32,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
727,7,7,2,32,4,2XT4E04,1,2.5,0.034,2.5,,,,,,2010.0,,0
728,7,8,2,32,4,2XT4E04,3,2.2,0.027,1.8,1.1,0.7,,,,2010.0,,0
729,10,9,3,48,4,2XT4E04,2,2.6,0.037,1.9,1.8,,,,,2010.0,,0
730,10,10,3,48,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
731,10,11,3,48,4,2XT4E04,3,3.0,0.049,2.2,1.9,0.7,,,,2010.0,,0
732,10,12,3,48,4,2XT4E04,NA,0.0,0.000,,,,,,,2010.0,,
733,2,1,1,10,4,80XAA04,1,6.4,0.223,6.4,,,,,,2010.0,,0
734,2,2,1,10,4,80XAA04,1,4.2,0.096,4.2,,,,,,2010.0,,0
735,2,3,1,10,4,80XAA04,1,4.3,0.101,4.3,,,,,,2010.0,,0
736,2,4,1,10,4,80XAA04,1,2.2,0.026,2.2,,,,,,2010.0,,0
737,2,17,5,6,4,80XAA04,3,4.6,0.114,3.7,2.6,0.7,,,,2010.0,,0
738,2,18,5,6,4,80XAA04,1,4.2,0.096,4.2,,,,,,2010.0,,0
739,2,19,5,6,4,80XAA04,5,6.5,0.234,3.8,3.2,3.2,2.5,1.3,,2010.0,,0
740,2,20,5,6,4,80XAA04,4,5.5,0.166,5.2,1.5,0.9,0.6,,,2010.0,,0
741,3,9,4,13,4,80XAA04,4,6.8,0.252,6.1,1.8,2.3,0.7,,,2010.0,,0
742,3,10,4,13,4,80XAA04,1,3.7,0.075,3.7,,,,,,2010.0,,0
743,3,11,4,13,4,80XAA04,2,2.5,0.034,1.9,1.6,,,,,2010.0,,0
744,3,12,4,13,4,80XAA04,2,7.1,0.279,6.8,2.2,,,,,2010.0,,0
745,9,5,2,42,4,80XAA04,1,6.2,0.210,6.2,,,,,,2010.0,,0
746,9,6,2,42,4,80XAA04,1,6.3,0.216,6.3,,,,,,2010.0,,0
747,9,7,2,42,4,80XAA04,1,5.5,0.165,5.5,,,,,,2010.0,,0
748,9,8,2,42,4,80XAA04,2,6.8,0.254,5.3,4.3,,,,,2010.0,,0
749,9,13,3,44,4,80XAA04,2,4.9,0.134,3.5,3.5,,,,,2010.0,,0
750,9,14,3,44,4,80XAA04,1,5.1,0.142,5.1,,,,,,2010.0,,0
751,9,15,3,44,4,80XAA04,3,4.7,0.120,3.4,2.7,1.8,,,,2010.0,,0
752,9,16,3,44,4,80XAA04,1,2.9,0.046,2.9,,,,,,2010.0,,0
753,10,17,6,46,4,80XAA04,2,5.9,0.193,5.8,1.3,,,,,2010.0,,0
754,10,18,6,46,4,80XAA04,NA,0.0,0.000,,,,,,,2010.0,,
755,10,19,6,46,4,80XAA04,1,3.8,0.079,3.8,,,,,,2010.0,,0
756,10,20,6,46,4,80XAA04,2,2.5,0.035,1.8,1.8,,,,,2010.0,,0
757,1,17,5,5,4,81XAA04,2,4.6,0.114,4.0,2.2,,,,,2010.0,,0
758,1,18,5,5,4,81XAA04,2,6.2,0.211,5.2,3.4,,,,,2010.0,,0
759,1,19,5,5,4,81XAA04,3,5.6,0.174,4.5,2.6,2.2,,,,2010.0,,0
760,1,20,5,5,4,81XAA04,1,2.8,0.043,2.8,,,,,,2010.0,,0
761,2,13,4,7,4,81XAA04,NA,0.0,0.000,,,,,,,2010.0,,
762,2,14,4,7,4,81XAA04,1,3.6,0.071,3.6,,,,,,2010.0,,0
763,2,15,4,7,4,81XAA04,1,2.3,0.029,2.3,,,,,,2010.0,,0
764,2,16,4,7,4,81XAA04,NA,0.0,0.000,,,,,,,2010.0,,
765,5,1,1,21,4,81XAA04,2,2.2,0.025,2.0,0.8,,,,,2010.0,,0
766,5,2,1,21,4,81XAA04,1,4.8,0.126,4.8,,,,,,2010.0,,0
767,5,3,1,21,4,81XAA04,1,3.7,0.075,3.7,,,,,,2010.0,,0
768,5,4,1,21,4,81XAA04,2,8.1,0.361,5.9,5.6,,,,,2010.0,,0
769,6,1,2,30,4,81XAA04,2,6.8,0.252,6.2,2.8,,,,,2010.0,,0
770,6,2,2,30,4,81XAA04,1,5.4,0.159,5.4,,,,,,2010.0,,0
771,6,3,2,30,4,81XAA04,1,5.2,0.147,5.2,,,,,,2010.0,,0
772,6,4,2,30,4,81XAA04,NA,0.0,0.000,,,,,,,2010.0,,
773,7,17,6,35,4,81XAA04,1,0.7,0.003,0.7,,,,,,2010.0,,0
774,7,18,6,35,4,81XAA04,1,3.7,0.075,3.7,,,,,,2010.0,,0
775,7,19,6,35,4,81XAA04,2,3.6,0.072,2.9,2.2,,,,,2010.0,,0
776,7,20,6,35,4,81XAA04,2,5.9,0.189,5.6,1.8,,,,,2010.0,,0
777,8,13,3,37,4,81XAA04,2,4.5,0.112,4.3,1.4,,,,,2010.0,,0
778,8,14,3,37,4,81XAA04,1,4.0,0.087,4.0,,,,,,2010.0,,0
779,8,15,3,37,4,81XAA04,NA,0.0,0.000,,,,,,,2010.0,,0
780,8,16,3,37,4,81XAA04,1,2.7,0.040,2.7,,,,,,2010.0,,0
781,1,5,1,2,4,82XAA04,1,3.7,0.075,3.7,,,,,,2010.0,,0
782,1,6,1,2,4,82XAA04,1,3.0,0.049,3.0,,,,,,2010.0,,0
783,1,7,1,2,4,82XAA04,3,5.8,0.186,4.7,2.6,2.3,,,,2010.0,,0
784,1,8,1,2,4,82XAA04,1,1.3,0.009,1.3,,,,,,2010.0,,0
